LogId,BlockId,Timestamp,Level,Server,Component,PID,Message,FullLog,RootCause,Label
LOG0014520,blk_322379091,2024-01-01 20:09:57,ERROR,db-replica,sshd,23103,TCP retransmit storm detected,2024-01-01 20:09:57 ERROR [db-replica] sshd[23103]: TCP retransmit storm detected,Network Issue,1
LOG0014521,blk_180794209,2024-01-01 20:10:03,INFO,web-01,network-manager,60682,Scheduled job completed,2024-01-01 20:10:03 INFO [web-01] network-manager[60682]: Scheduled job completed,Normal,0
LOG0014522,blk_532569963,2024-01-01 20:10:05,INFO,db-primary,kernel,47652,Health check OK all services running,2024-01-01 20:10:05 INFO [db-primary] kernel[47652]: Health check OK all services running,Normal,0
LOG0014523,blk_784518000,2024-01-01 20:10:12,ERROR,server-01,sshd,63060,TCP retransmit storm detected,2024-01-01 20:10:12 ERROR [server-01] sshd[63060]: TCP retransmit storm detected,Network Issue,1
LOG0014524,blk_406891948,2024-01-01 20:10:17,INFO,server-01,mysqld,33821,Network throughput normal,2024-01-01 20:10:17 INFO [server-01] mysqld[33821]: Network throughput normal,Normal,0
LOG0014525,blk_744698385,2024-01-01 20:10:21,INFO,cache-01,network-manager,13608,Health check OK all services running,2024-01-01 20:10:21 INFO [cache-01] network-manager[13608]: Health check OK all services running,Normal,0
LOG0014526,blk_410687068,2024-01-01 20:10:27,INFO,web-02,sshd,31207,Health check OK all services running,2024-01-01 20:10:27 INFO [web-02] sshd[31207]: Health check OK all services running,Normal,0
LOG0014527,blk_386022377,2024-01-01 20:10:31,DEBUG,web-01,mysqld,34422,Scheduled job completed,2024-01-01 20:10:31 DEBUG [web-01] mysqld[34422]: Scheduled job completed,Normal,0
LOG0014528,blk_932715395,2024-01-01 20:10:36,ERROR,cache-01,sshd,59796,Connection timeout to 192.168.1.1,2024-01-01 20:10:36 ERROR [cache-01] sshd[59796]: Connection timeout to 192.168.1.1,Network Issue,1
LOG0014529,blk_377310916,2024-01-01 20:10:44,DEBUG,app-server,network-manager,31599,Scheduled job completed,2024-01-01 20:10:44 DEBUG [app-server] network-manager[31599]: Scheduled job completed,Normal,0
LOG0014530,blk_681990045,2024-01-01 20:10:46,WARN,cache-01,sshd,18319,Network throughput normal,2024-01-01 20:10:46 WARN [cache-01] sshd[18319]: Network throughput normal,Normal,0
LOG0014531,blk_840113182,2024-01-01 20:10:50,INFO,app-server,java-app,20422,Backup completed successfully,2024-01-01 20:10:50 INFO [app-server] java-app[20422]: Backup completed successfully,Normal,0
LOG0014532,blk_138214753,2024-01-01 20:10:57,INFO,server-01,nginx,7898,Memory usage normal 45 percent,2024-01-01 20:10:57 INFO [server-01] nginx[7898]: Memory usage normal 45 percent,Normal,0
LOG0014533,blk_164071740,2024-01-01 20:11:04,ERROR,web-02,sshd,11799,Process killed memory limit reached,2024-01-01 20:11:04 ERROR [web-02] sshd[11799]: Process killed memory limit reached,Memory Overflow,1
LOG0014534,blk_925675712,2024-01-01 20:11:05,DEBUG,server-02,systemd,33653,Health check OK all services running,2024-01-01 20:11:05 DEBUG [server-02] systemd[33653]: Health check OK all services running,Normal,0
LOG0014535,blk_390236175,2024-01-01 20:11:14,WARN,db-primary,nginx,39705,Scheduled job completed,2024-01-01 20:11:14 WARN [db-primary] nginx[39705]: Scheduled job completed,Normal,0
LOG0014536,blk_750905940,2024-01-01 20:11:17,INFO,web-01,kernel,40305,Cache refresh completed,2024-01-01 20:11:17 INFO [web-01] kernel[40305]: Cache refresh completed,Normal,0
LOG0014537,blk_671168331,2024-01-01 20:11:21,INFO,web-02,java-app,20829,API request processed 200 OK,2024-01-01 20:11:21 INFO [web-02] java-app[20829]: API request processed 200 OK,Normal,0
LOG0014538,blk_531096589,2024-01-01 20:11:28,INFO,db-primary,nginx,38068,User login successful,2024-01-01 20:11:28 INFO [db-primary] nginx[38068]: User login successful,Normal,0
LOG0014539,blk_588967851,2024-01-01 20:11:31,DEBUG,db-primary,nginx,42577,Network throughput normal,2024-01-01 20:11:31 DEBUG [db-primary] nginx[42577]: Network throughput normal,Normal,0
LOG0014540,blk_522568620,2024-01-01 20:11:38,INFO,db-primary,java-app,46429,Cache refresh completed,2024-01-01 20:11:38 INFO [db-primary] java-app[46429]: Cache refresh completed,Normal,0
LOG0014541,blk_900507727,2024-01-01 20:11:44,INFO,web-02,mysqld,34738,Cache refresh completed,2024-01-01 20:11:44 INFO [web-02] mysqld[34738]: Cache refresh completed,Normal,0
LOG0014542,blk_790388525,2024-01-01 20:11:48,WARN,server-01,nginx,24670,Cache refresh completed,2024-01-01 20:11:48 WARN [server-01] nginx[24670]: Cache refresh completed,Normal,0
LOG0014543,blk_819382012,2024-01-01 20:11:50,INFO,app-server,network-manager,9371,Backup completed successfully,2024-01-01 20:11:50 INFO [app-server] network-manager[9371]: Backup completed successfully,Normal,0
LOG0014544,blk_182888922,2024-01-01 20:11:55,DEBUG,server-01,kernel,19234,Network throughput normal,2024-01-01 20:11:55 DEBUG [server-01] kernel[19234]: Network throughput normal,Normal,0
LOG0014545,blk_886687018,2024-01-01 20:12:00,INFO,app-server,java-app,21286,Memory usage normal 45 percent,2024-01-01 20:12:00 INFO [app-server] java-app[21286]: Memory usage normal 45 percent,Normal,0
LOG0014546,blk_217422467,2024-01-01 20:12:09,INFO,server-01,sshd,27910,Scheduled job completed,2024-01-01 20:12:09 INFO [server-01] sshd[27910]: Scheduled job completed,Normal,0
LOG0014547,blk_160414912,2024-01-01 20:12:10,INFO,server-02,kernel,28616,Scheduled job completed,2024-01-01 20:12:10 INFO [server-02] kernel[28616]: Scheduled job completed,Normal,0
LOG0014548,blk_422507491,2024-01-01 20:12:18,INFO,web-02,cron,3760,Health check OK all services running,2024-01-01 20:12:18 INFO [web-02] cron[3760]: Health check OK all services running,Normal,0
LOG0014549,blk_254526049,2024-01-01 20:12:20,INFO,web-02,network-manager,38227,Network throughput normal,2024-01-01 20:12:20 INFO [web-02] network-manager[38227]: Network throughput normal,Normal,0
LOG0014550,blk_149260527,2024-01-01 20:12:28,INFO,app-server,kernel,6738,Cache refresh completed,2024-01-01 20:12:28 INFO [app-server] kernel[6738]: Cache refresh completed,Normal,0
LOG0014551,blk_810315120,2024-01-01 20:12:30,INFO,web-02,kernel,52669,Network throughput normal,2024-01-01 20:12:30 INFO [web-02] kernel[52669]: Network throughput normal,Normal,0
LOG0014552,blk_287199192,2024-01-01 20:12:36,INFO,server-02,java-app,4627,Health check OK all services running,2024-01-01 20:12:36 INFO [server-02] java-app[4627]: Health check OK all services running,Normal,0
LOG0014553,blk_608150294,2024-01-01 20:12:40,WARN,cache-01,systemd,16882,Memory usage normal 45 percent,2024-01-01 20:12:40 WARN [cache-01] systemd[16882]: Memory usage normal 45 percent,Normal,0
LOG0014554,blk_269322476,2024-01-01 20:12:48,WARN,cache-01,kernel,40763,Memory usage normal 45 percent,2024-01-01 20:12:48 WARN [cache-01] kernel[40763]: Memory usage normal 45 percent,Normal,0
LOG0014555,blk_424767229,2024-01-01 20:12:51,INFO,db-replica,nginx,12810,Health check OK all services running,2024-01-01 20:12:51 INFO [db-replica] nginx[12810]: Health check OK all services running,Normal,0
LOG0014556,blk_936687010,2024-01-01 20:12:58,INFO,cache-01,kernel,6409,Backup completed successfully,2024-01-01 20:12:58 INFO [cache-01] kernel[6409]: Backup completed successfully,Normal,0
LOG0014557,blk_594040040,2024-01-01 20:13:03,DEBUG,db-replica,java-app,7557,Memory usage normal 45 percent,2024-01-01 20:13:03 DEBUG [db-replica] java-app[7557]: Memory usage normal 45 percent,Normal,0
LOG0014558,blk_977746330,2024-01-01 20:13:07,WARN,server-02,mysqld,64451,Backup completed successfully,2024-01-01 20:13:07 WARN [server-02] mysqld[64451]: Backup completed successfully,Normal,0
LOG0014559,blk_718623467,2024-01-01 20:13:12,WARN,web-01,java-app,63942,Scheduled job completed,2024-01-01 20:13:12 WARN [web-01] java-app[63942]: Scheduled job completed,Normal,0
LOG0014560,blk_376525414,2024-01-01 20:13:19,INFO,server-02,nginx,34562,Config reload successful,2024-01-01 20:13:19 INFO [server-02] nginx[34562]: Config reload successful,Normal,0
LOG0014561,blk_794277310,2024-01-01 20:13:22,ERROR,server-01,kernel,1765,Write failed no space left on device,2024-01-01 20:13:22 ERROR [server-01] kernel[1765]: Write failed no space left on device,Disk Failure,1
LOG0014562,blk_329838076,2024-01-01 20:13:25,ERROR,web-02,kernel,61238,Database connection pool exhausted,2024-01-01 20:13:25 ERROR [web-02] kernel[61238]: Database connection pool exhausted,Application Crash,1
LOG0014563,blk_745933529,2024-01-01 20:13:34,ERROR,web-02,cron,33947,Failed login attempt 50 tries in 10 seconds,2024-01-01 20:13:34 ERROR [web-02] cron[33947]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0014564,blk_166103250,2024-01-01 20:13:36,INFO,app-server,java-app,36738,Cache refresh completed,2024-01-01 20:13:36 INFO [app-server] java-app[36738]: Cache refresh completed,Normal,0
LOG0014565,blk_806542813,2024-01-01 20:13:41,INFO,app-server,network-manager,19507,Cache refresh completed,2024-01-01 20:13:41 INFO [app-server] network-manager[19507]: Cache refresh completed,Normal,0
LOG0014566,blk_706521127,2024-01-01 20:13:46,ERROR,db-replica,nginx,54158,Segmentation fault core dumped,2024-01-01 20:13:46 ERROR [db-replica] nginx[54158]: Segmentation fault core dumped,Application Crash,1
LOG0014567,blk_718737796,2024-01-01 20:13:51,WARN,cache-01,nginx,57777,Config reload successful,2024-01-01 20:13:51 WARN [cache-01] nginx[57777]: Config reload successful,Normal,0
LOG0014568,blk_572314644,2024-01-01 20:13:59,INFO,server-02,sshd,29830,User login successful,2024-01-01 20:13:59 INFO [server-02] sshd[29830]: User login successful,Normal,0
LOG0014569,blk_530662731,2024-01-01 20:14:01,INFO,server-02,sshd,35782,Health check OK all services running,2024-01-01 20:14:01 INFO [server-02] sshd[35782]: Health check OK all services running,Normal,0
LOG0014570,blk_848331301,2024-01-01 20:14:07,INFO,app-server,network-manager,6067,User login successful,2024-01-01 20:14:07 INFO [app-server] network-manager[6067]: User login successful,Normal,0
LOG0014571,blk_778503042,2024-01-01 20:14:10,ERROR,db-primary,mysqld,48794,Failed login attempt 50 tries in 10 seconds,2024-01-01 20:14:10 ERROR [db-primary] mysqld[48794]: Failed login attempt 50 tries in 10 seconds,Security Attack,1
LOG0014572,blk_185664910,2024-01-01 20:14:15,DEBUG,server-02,systemd,43701,Scheduled job completed,2024-01-01 20:14:15 DEBUG [server-02] systemd[43701]: Scheduled job completed,Normal,0
LOG0014573,blk_501636620,2024-01-01 20:14:21,INFO,web-01,sshd,59233,Scheduled job completed,2024-01-01 20:14:21 INFO [web-01] sshd[59233]: Scheduled job completed,Normal,0
LOG0014574,blk_184092740,2024-01-01 20:14:27,WARN,web-02,mysqld,55878,Backup completed successfully,2024-01-01 20:14:27 WARN [web-02] mysqld[55878]: Backup completed successfully,Normal,0
LOG0014575,blk_349246229,2024-01-01 20:14:34,DEBUG,server-02,java-app,37726,Scheduled job completed,2024-01-01 20:14:34 DEBUG [server-02] java-app[37726]: Scheduled job completed,Normal,0
LOG0014576,blk_423505112,2024-01-01 20:14:35,WARN,web-02,nginx,39040,Backup completed successfully,2024-01-01 20:14:35 WARN [web-02] nginx[39040]: Backup completed successfully,Normal,0
LOG0014577,blk_550886136,2024-01-01 20:14:43,INFO,db-primary,java-app,6570,Database query executed in 12ms,2024-01-01 20:14:43 INFO [db-primary] java-app[6570]: Database query executed in 12ms,Normal,0
LOG0014578,blk_766942024,2024-01-01 20:14:49,ERROR,server-01,kernel,13788,TCP retransmit storm detected,2024-01-01 20:14:49 ERROR [server-01] kernel[13788]: TCP retransmit storm detected,Network Issue,1
LOG0014579,blk_550042519,2024-01-01 20:14:53,INFO,web-02,network-manager,16332,Network throughput normal,2024-01-01 20:14:53 INFO [web-02] network-manager[16332]: Network throughput normal,Normal,0
LOG0014580,blk_149719175,2024-01-01 20:14:55,INFO,db-replica,systemd,61607,User login successful,2024-01-01 20:14:55 INFO [db-replica] systemd[61607]: User login successful,Normal,0
LOG0014581,blk_432955393,2024-01-01 20:15:01,WARN,web-01,sshd,5268,API request processed 200 OK,2024-01-01 20:15:01 WARN [web-01] sshd[5268]: API request processed 200 OK,Normal,0
LOG0014582,blk_691433922,2024-01-01 20:15:07,DEBUG,server-02,java-app,48938,Network throughput normal,2024-01-01 20:15:07 DEBUG [server-02] java-app[48938]: Network throughput normal,Normal,0
LOG0014583,blk_178723037,2024-01-01 20:15:13,INFO,app-server,sshd,1999,API request processed 200 OK,2024-01-01 20:15:13 INFO [app-server] sshd[1999]: API request processed 200 OK,Normal,0
LOG0014584,blk_653785301,2024-01-01 20:15:17,INFO,web-01,systemd,47752,Memory usage normal 45 percent,2024-01-01 20:15:17 INFO [web-01] systemd[47752]: Memory usage normal 45 percent,Normal,0
LOG0014585,blk_911284797,2024-01-01 20:15:24,DEBUG,web-01,mysqld,39609,Memory usage normal 45 percent,2024-01-01 20:15:24 DEBUG [web-01] mysqld[39609]: Memory usage normal 45 percent,Normal,0
LOG0014586,blk_291458787,2024-01-01 20:15:26,INFO,db-replica,nginx,26026,Network throughput normal,2024-01-01 20:15:26 INFO [db-replica] nginx[26026]: Network throughput normal,Normal,0
LOG0014587,blk_221749791,2024-01-01 20:15:30,INFO,db-replica,sshd,53939,Health check OK all services running,2024-01-01 20:15:30 INFO [db-replica] sshd[53939]: Health check OK all services running,Normal,0
LOG0014588,blk_666501530,2024-01-01 20:15:36,ERROR,db-primary,sshd,24815,Segmentation fault core dumped,2024-01-01 20:15:36 ERROR [db-primary] sshd[24815]: Segmentation fault core dumped,Application Crash,1
LOG0014589,blk_599225545,2024-01-01 20:15:44,INFO,cache-01,kernel,63902,Backup completed successfully,2024-01-01 20:15:44 INFO [cache-01] kernel[63902]: Backup completed successfully,Normal,0
LOG0014590,blk_495080218,2024-01-01 20:15:47,INFO,web-02,cron,63194,User login successful,2024-01-01 20:15:47 INFO [web-02] cron[63194]: User login successful,Normal,0
LOG0014591,blk_661501129,2024-01-01 20:15:50,INFO,web-01,java-app,37881,Health check OK all services running,2024-01-01 20:15:50 INFO [web-01] java-app[37881]: Health check OK all services running,Normal,0
LOG0014592,blk_770306810,2024-01-01 20:15:59,ERROR,server-02,cron,22289,Write failed no space left on device,2024-01-01 20:15:59 ERROR [server-02] cron[22289]: Write failed no space left on device,Disk Failure,1
LOG0014593,blk_216350823,2024-01-01 20:16:01,INFO,web-02,mysqld,15263,Network throughput normal,2024-01-01 20:16:01 INFO [web-02] mysqld[15263]: Network throughput normal,Normal,0
LOG0014594,blk_195485942,2024-01-01 20:16:08,INFO,web-02,sshd,2491,Memory usage normal 45 percent,2024-01-01 20:16:08 INFO [web-02] sshd[2491]: Memory usage normal 45 percent,Normal,0
LOG0014595,blk_826926787,2024-01-01 20:16:13,DEBUG,server-02,network-manager,24548,API request processed 200 OK,2024-01-01 20:16:13 DEBUG [server-02] network-manager[24548]: API request processed 200 OK,Normal,0
LOG0014596,blk_531774877,2024-01-01 20:16:19,ERROR,server-01,kernel,17054,Disk I/O error on /dev/sda1,2024-01-01 20:16:19 ERROR [server-01] kernel[17054]: Disk I/O error on /dev/sda1,Disk Failure,1
LOG0014597,blk_638742579,2024-01-01 20:16:24,DEBUG,web-02,java-app,48148,Scheduled job completed,2024-01-01 20:16:24 DEBUG [web-02] java-app[48148]: Scheduled job completed,Normal,0
LOG0014598,blk_751664422,2024-01-01 20:16:27,DEBUG,db-primary,kernel,59238,Config reload successful,2024-01-01 20:16:27 DEBUG [db-primary] kernel[59238]: Config reload successful,Normal,0
LOG0014599,blk_350661713,2024-01-01 20:16:34,WARN,web-02,network-manager,64875,Backup completed successfully,2024-01-01 20:16:34 WARN [web-02] network-manager[64875]: Backup completed successfully,Normal,0
LOG0014600,blk_393032387,2024-01-01 20:16:39,INFO,app-server,mysqld,10979,Health check OK all services running,2024-01-01 20:16:39 INFO [app-server] mysqld[10979]: Health check OK all services running,Normal,0
LOG0014601,blk_810477101,2024-01-01 20:16:42,INFO,server-01,nginx,37297,User login successful,2024-01-01 20:16:42 INFO [server-01] nginx[37297]: User login successful,Normal,0
LOG0014602,blk_223482135,2024-01-01 20:16:49,WARN,web-01,nginx,26685,Scheduled job completed,2024-01-01 20:16:49 WARN [web-01] nginx[26685]: Scheduled job completed,Normal,0
LOG0014603,blk_177384751,2024-01-01 20:16:50,INFO,db-replica,mysqld,47706,Cache refresh completed,2024-01-01 20:16:50 INFO [db-replica] mysqld[47706]: Cache refresh completed,Normal,0
LOG0014604,blk_652385174,2024-01-01 20:16:58,DEBUG,web-01,nginx,49896,Health check OK all services running,2024-01-01 20:16:58 DEBUG [web-01] nginx[49896]: Health check OK all services running,Normal,0
LOG0014605,blk_270199256,2024-01-01 20:17:02,INFO,web-01,systemd,11582,Cache refresh completed,2024-01-01 20:17:02 INFO [web-01] systemd[11582]: Cache refresh completed,Normal,0
LOG0014606,blk_655393603,2024-01-01 20:17:09,INFO,db-primary,sshd,11895,Backup completed successfully,2024-01-01 20:17:09 INFO [db-primary] sshd[11895]: Backup completed successfully,Normal,0
LOG0014607,blk_152703073,2024-01-01 20:17:12,ERROR,web-01,network-manager,43210,Service health check failed 3 times,2024-01-01 20:17:12 ERROR [web-01] network-manager[43210]: Service health check failed 3 times,Application Crash,1
LOG0014608,blk_273813941,2024-01-01 20:17:15,WARN,web-01,cron,32131,Scheduled job completed,2024-01-01 20:17:15 WARN [web-01] cron[32131]: Scheduled job completed,Normal,0
LOG0014609,blk_739293166,2024-01-01 20:17:20,INFO,cache-01,kernel,1311,Backup completed successfully,2024-01-01 20:17:20 INFO [cache-01] kernel[1311]: Backup completed successfully,Normal,0
LOG0014610,blk_127368368,2024-01-01 20:17:28,INFO,server-01,systemd,46213,Backup completed successfully,2024-01-01 20:17:28 INFO [server-01] systemd[46213]: Backup completed successfully,Normal,0
LOG0014611,blk_670730114,2024-01-01 20:17:32,WARN,cache-01,nginx,26291,Scheduled job completed,2024-01-01 20:17:32 WARN [cache-01] nginx[26291]: Scheduled job completed,Normal,0
LOG0014612,blk_151262823,2024-01-01 20:17:35,INFO,db-primary,nginx,44615,Memory usage normal 45 percent,2024-01-01 20:17:35 INFO [db-primary] nginx[44615]: Memory usage normal 45 percent,Normal,0
LOG0014613,blk_168350091,2024-01-01 20:17:41,INFO,web-02,sshd,28237,API request processed 200 OK,2024-01-01 20:17:41 INFO [web-02] sshd[28237]: API request processed 200 OK,Normal,0
LOG0014614,blk_809151949,2024-01-01 20:17:48,ERROR,web-02,kernel,35911,Network interface eth1 link down,2024-01-01 20:17:48 ERROR [web-02] kernel[35911]: Network interface eth1 link down,Network Issue,1
LOG0014615,blk_108563880,2024-01-01 20:17:51,ERROR,server-02,systemd,37542,Network interface eth1 link down,2024-01-01 20:17:51 ERROR [server-02] systemd[37542]: Network interface eth1 link down,Network Issue,1
LOG0014616,blk_732327787,2024-01-01 20:17:55,INFO,server-02,kernel,28759,Backup completed successfully,2024-01-01 20:17:55 INFO [server-02] kernel[28759]: Backup completed successfully,Normal,0
LOG0014617,blk_824982917,2024-01-01 20:18:00,INFO,cache-01,systemd,21742,Backup completed successfully,2024-01-01 20:18:00 INFO [cache-01] systemd[21742]: Backup completed successfully,Normal,0
LOG0014618,blk_763936640,2024-01-01 20:18:09,INFO,db-replica,network-manager,14258,Database query executed in 12ms,2024-01-01 20:18:09 INFO [db-replica] network-manager[14258]: Database query executed in 12ms,Normal,0
LOG0014619,blk_764927162,2024-01-01 20:18:10,INFO,server-02,kernel,65157,Backup completed successfully,2024-01-01 20:18:10 INFO [server-02] kernel[65157]: Backup completed successfully,Normal,0
LOG0014620,blk_150130990,2024-01-01 20:18:18,INFO,app-server,nginx,50702,API request processed 200 OK,2024-01-01 20:18:18 INFO [app-server] nginx[50702]: API request processed 200 OK,Normal,0
LOG0014621,blk_799201239,2024-01-01 20:18:20,WARN,web-02,nginx,49387,Scheduled job completed,2024-01-01 20:18:20 WARN [web-02] nginx[49387]: Scheduled job completed,Normal,0
LOG0014622,blk_154520446,2024-01-01 20:18:26,DEBUG,server-02,sshd,64404,User login successful,2024-01-01 20:18:26 DEBUG [server-02] sshd[64404]: User login successful,Normal,0
LOG0014623,blk_383342425,2024-01-01 20:18:33,INFO,server-02,systemd,21885,Memory usage normal 45 percent,2024-01-01 20:18:33 INFO [server-02] systemd[21885]: Memory usage normal 45 percent,Normal,0
LOG0014624,blk_731244086,2024-01-01 20:18:37,DEBUG,server-01,cron,57592,API request processed 200 OK,2024-01-01 20:18:37 DEBUG [server-01] cron[57592]: API request processed 200 OK,Normal,0
LOG0014625,blk_604891877,2024-01-01 20:18:42,INFO,cache-01,kernel,63679,API request processed 200 OK,2024-01-01 20:18:42 INFO [cache-01] kernel[63679]: API request processed 200 OK,Normal,0
LOG0014626,blk_933547838,2024-01-01 20:18:47,INFO,db-replica,network-manager,56255,Memory usage normal 45 percent,2024-01-01 20:18:47 INFO [db-replica] network-manager[56255]: Memory usage normal 45 percent,Normal,0
LOG0014627,blk_974236404,2024-01-01 20:18:52,INFO,web-02,network-manager,46194,Cache refresh completed,2024-01-01 20:18:52 INFO [web-02] network-manager[46194]: Cache refresh completed,Normal,0
LOG0014628,blk_104817842,2024-01-01 20:18:58,INFO,app-server,kernel,16839,Network throughput normal,2024-01-01 20:18:58 INFO [app-server] kernel[16839]: Network throughput normal,Normal,0
LOG0014629,blk_339073295,2024-01-01 20:19:01,ERROR,db-replica,mysqld,61573,Packet loss 40 percent on eth0,2024-01-01 20:19:01 ERROR [db-replica] mysqld[61573]: Packet loss 40 percent on eth0,Network Issue,1
LOG0014630,blk_923830470,2024-01-01 20:19:07,WARN,db-replica,java-app,4335,Database query executed in 12ms,2024-01-01 20:19:07 WARN [db-replica] java-app[4335]: Database query executed in 12ms,Normal,0
LOG0014631,blk_845091240,2024-01-01 20:19:11,WARN,app-server,nginx,10179,Config reload successful,2024-01-01 20:19:11 WARN [app-server] nginx[10179]: Config reload successful,Normal,0
LOG0014632,blk_595836942,2024-01-01 20:19:15,ERROR,web-02,network-manager,33052,High latency 2500ms detected,2024-01-01 20:19:15 ERROR [web-02] network-manager[33052]: High latency 2500ms detected,Network Issue,1
LOG0014633,blk_172863152,2024-01-01 20:19:24,ERROR,cache-01,cron,26641,Disk timeout after 30 seconds,2024-01-01 20:19:24 ERROR [cache-01] cron[26641]: Disk timeout after 30 seconds,Disk Failure,1
LOG0014634,blk_662898524,2024-01-01 20:19:25,DEBUG,db-primary,mysqld,36194,Backup completed successfully,2024-01-01 20:19:25 DEBUG [db-primary] mysqld[36194]: Backup completed successfully,Normal,0
LOG0014635,blk_682852565,2024-01-01 20:19:33,INFO,cache-01,network-manager,22108,Database query executed in 12ms,2024-01-01 20:19:33 INFO [cache-01] network-manager[22108]: Database query executed in 12ms,Normal,0
LOG0014636,blk_112814832,2024-01-01 20:19:36,INFO,db-replica,kernel,22217,Health check OK all services running,2024-01-01 20:19:36 INFO [db-replica] kernel[22217]: Health check OK all services running,Normal,0
LOG0014637,blk_146671056,2024-01-01 20:19:44,ERROR,web-02,systemd,11423,GC overhead limit exceeded,2024-01-01 20:19:44 ERROR [web-02] systemd[11423]: GC overhead limit exceeded,Memory Overflow,1
LOG0014638,blk_611473627,2024-01-01 20:19:48,DEBUG,db-replica,java-app,62812,User login successful,2024-01-01 20:19:48 DEBUG [db-replica] java-app[62812]: User login successful,Normal,0
LOG0014639,blk_374164293,2024-01-01 20:19:50,WARN,cache-01,systemd,31024,Backup completed successfully,2024-01-01 20:19:50 WARN [cache-01] systemd[31024]: Backup completed successfully,Normal,0
LOG0014640,blk_698836773,2024-01-01 20:19:56,ERROR,server-02,network-manager,33568,Network interface eth1 link down,2024-01-01 20:19:56 ERROR [server-02] network-manager[33568]: Network interface eth1 link down,Network Issue,1
LOG0014641,blk_284154539,2024-01-01 20:20:00,WARN,server-02,mysqld,60046,Cache refresh completed,2024-01-01 20:20:00 WARN [server-02] mysqld[60046]: Cache refresh completed,Normal,0
LOG0014642,blk_723394233,2024-01-01 20:20:05,INFO,server-01,systemd,39382,Database query executed in 12ms,2024-01-01 20:20:05 INFO [server-01] systemd[39382]: Database query executed in 12ms,Normal,0
LOG0014643,blk_753603145,2024-01-01 20:20:13,ERROR,db-primary,cron,13723,Brute force attack on SSH port 22,2024-01-01 20:20:13 ERROR [db-primary] cron[13723]: Brute force attack on SSH port 22,Security Attack,1
LOG0014644,blk_740967942,2024-01-01 20:20:18,DEBUG,web-02,mysqld,60046,Backup completed successfully,2024-01-01 20:20:18 DEBUG [web-02] mysqld[60046]: Backup completed successfully,Normal,0
LOG0014645,blk_232006891,2024-01-01 20:20:20,INFO,db-replica,cron,17994,API request processed 200 OK,2024-01-01 20:20:20 INFO [db-replica] cron[17994]: API request processed 200 OK,Normal,0
LOG0014646,blk_118315903,2024-01-01 20:20:27,DEBUG,server-02,mysqld,53582,Cache refresh completed,2024-01-01 20:20:27 DEBUG [server-02] mysqld[53582]: Cache refresh completed,Normal,0
LOG0014647,blk_219571491,2024-01-01 20:20:31,INFO,db-replica,sshd,26109,Health check OK all services running,2024-01-01 20:20:31 INFO [db-replica] sshd[26109]: Health check OK all services running,Normal,0
LOG0014648,blk_774882410,2024-01-01 20:20:37,DEBUG,db-replica,java-app,58541,User login successful,2024-01-01 20:20:37 DEBUG [db-replica] java-app[58541]: User login successful,Normal,0
LOG0014649,blk_135040431,2024-01-01 20:20:42,DEBUG,web-01,kernel,10899,Health check OK all services running,2024-01-01 20:20:42 DEBUG [web-01] kernel[10899]: Health check OK all services running,Normal,0
LOG0014650,blk_614153811,2024-01-01 20:20:48,WARN,db-primary,sshd,1475,Database query executed in 12ms,2024-01-01 20:20:48 WARN [db-primary] sshd[1475]: Database query executed in 12ms,Normal,0
LOG0014651,blk_967717687,2024-01-01 20:20:51,DEBUG,db-primary,network-manager,59415,Database query executed in 12ms,2024-01-01 20:20:51 DEBUG [db-primary] network-manager[59415]: Database query executed in 12ms,Normal,0
LOG0014652,blk_339823311,2024-01-01 20:20:59,INFO,server-02,systemd,59752,Config reload successful,2024-01-01 20:20:59 INFO [server-02] systemd[59752]: Config reload successful,Normal,0
LOG0014653,blk_999213568,2024-01-01 20:21:00,INFO,server-01,cron,21382,Database query executed in 12ms,2024-01-01 20:21:00 INFO [server-01] cron[21382]: Database query executed in 12ms,Normal,0
LOG0014654,blk_724276273,2024-01-01 20:21:06,INFO,cache-01,mysqld,23261,Config reload successful,2024-01-01 20:21:06 INFO [cache-01] mysqld[23261]: Config reload successful,Normal,0
LOG0014655,blk_406456879,2024-01-01 20:21:13,INFO,db-replica,java-app,24296,API request processed 200 OK,2024-01-01 20:21:13 INFO [db-replica] java-app[24296]: API request processed 200 OK,Normal,0
LOG0014656,blk_978895900,2024-01-01 20:21:16,INFO,server-02,mysqld,58860,Cache refresh completed,2024-01-01 20:21:16 INFO [server-02] mysqld[58860]: Cache refresh completed,Normal,0
LOG0014657,blk_138270746,2024-01-01 20:21:21,INFO,app-server,kernel,60678,User login successful,2024-01-01 20:21:21 INFO [app-server] kernel[60678]: User login successful,Normal,0
LOG0014658,blk_203996546,2024-01-01 20:21:27,INFO,server-01,cron,43600,Cache refresh completed,2024-01-01 20:21:27 INFO [server-01] cron[43600]: Cache refresh completed,Normal,0
LOG0014659,blk_502752368,2024-01-01 20:21:30,ERROR,server-02,java-app,14469,High latency 2500ms detected,2024-01-01 20:21:30 ERROR [server-02] java-app[14469]: High latency 2500ms detected,Network Issue,1
LOG0014660,blk_125472074,2024-01-01 20:21:36,INFO,server-01,java-app,43409,API request processed 200 OK,2024-01-01 20:21:36 INFO [server-01] java-app[43409]: API request processed 200 OK,Normal,0
